gameDuration,championName,win,allInPings,baitPings,basicPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings
00:31:49,Sylas,true,0,0,0,4,0,20,0,0,1,0,4,0
00:36:39,Sylas,false,0,1,0,5,0,27,0,1,2,0,22,0
00:32:45,Leblanc,false,0,1,0,3,0,16,0,0,1,0,19,0
00:29:16,Cassiopeia,true,0,0,0,4,0,13,0,1,2,0,8,0
00:25:42,Galio,true,0,1,0,19,0,15,1,11,0,0,28,0
00:27:27,AurelionSol,false,0,0,0,5,0,19,4,7,0,1,3,1
00:33:35,KSante,true,1,2,0,10,0,9,4,5,2,0,5,0
00:28:02,Aphelios,false,0,0,0,6,0,2,0,1,1,0,8,0
00:30:58,KSante,true,0,0,0,7,0,31,0,2,1,0,6,0
00:20:41,Sylas,true,0,0,0,4,0,19,2,6,0,0,6,0
00:18:01,Cassiopeia,true,0,0,0,7,0,6,0,2,1,0,0,0
00:25:57,Ahri,true,0,0,0,9,0,10,0,0,1,0,10,0
00:35:38,Lissandra,true,0,0,0,5,0,23,4,17,0,0,12,0
00:10:21,Ryze,false,0,1,0,1,0,10,0,6,0,0,5,1
00:30:53,Cassiopeia,false,0,0,0,2,0,7,0,0,0,0,0,0
00:24:27,Ahri,true,0,0,0,7,0,17,1,3,0,0,18,0
00:28:20,AurelionSol,true,0,0,0,4,0,14,1,14,1,0,11,0
00:22:17,Cassiopeia,false,0,0,0,18,0,10,0,0,0,0,13,0
00:17:10,Ashe,false,0,0,0,11,0,12,0,0,0,0,0,0
00:24:16,AurelionSol,false,0,0,0,4,0,20,0,2,0,0,4,0
00:27:51,Gragas,true,0,0,0,2,0,6,0,2,0,0,11,0
00:24:38,AurelionSol,true,0,0,0,4,0,13,2,6,0,0,11,1
00:16:40,Gragas,false,0,0,0,3,0,12,3,2,0,0,1,0
00:23:48,Gragas,false,0,0,0,2,0,9,1,2,0,0,12,0
00:13:51,Gragas,true,0,0,0,1,0,37,0,6,0,0,5,0
00:30:08,Gragas,true,0,0,0,8,0,19,6,3,0,0,10,0
00:29:35,Gragas,true,0,0,0,18,0,25,1,12,0,0,7,0
00:24:40,AurelionSol,false,0,0,0,8,0,11,0,5,0,0,8,0
00:20:53,Gragas,false,0,0,0,0,0,5,1,0,1,0,2,0
00:27:47,Gragas,true,0,0,0,3,0,3,2,1,0,0,2,0
00:23:28,Gragas,false,0,0,0,11,0,7,2,3,3,0,3,0
00:25:21,Gragas,true,0,0,0,10,0,9,0,3,1,0,2,0
00:18:50,Gragas,true,0,0,0,0,0,8,0,4,0,0,2,0
00:18:54,Gragas,false,0,0,0,2,0,5,0,1,0,0,4,0
00:29:11,Gragas,true,0,0,0,3,0,6,0,3,0,0,4,0
00:15:29,Ryze,true,0,0,0,0,0,4,2,0,0,0,2,0
00:25:44,Annie,false,0,0,0,7,0,26,3,0,2,0,18,0
00:32:03,Taliyah,true,0,0,0,17,0,18,2,0,5,0,45,0
00:24:43,Ahri,true,0,1,0,17,0,28,0,0,0,0,23,0
00:23:22,Ryze,false,0,0,0,18,0,6,1,1,0,0,6,0
00:25:21,Veigar,false,0,0,0,3,0,7,1,3,1,0,13,0
00:28:18,Veigar,true,0,0,0,4,0,5,0,2,0,0,12,0
00:26:05,Annie,true,0,0,0,5,0,15,0,2,0,0,10,0
00:22:30,Nautilus,false,0,0,0,4,0,12,1,4,0,0,14,0
00:16:38,Fizz,true,0,0,0,1,0,2,5,2,0,0,3,0
00:20:14,Corki,true,0,0,0,8,0,13,0,1,1,0,6,0
00:39:09,Ahri,false,2,1,0,9,0,23,2,4,1,0,15,0
00:35:48,Xerath,false,0,0,0,8,0,18,0,3,2,0,4,0
00:22:16,Ryze,true,0,0,0,3,0,16,2,4,1,2,25,1
00:01:44,AurelionSol,true,0,0,0,0,0,0,0,0,0,0,0,0
00:30:52,Cassiopeia,false,0,0,0,13,0,8,1,0,1,0,4,0
00:23:41,AurelionSol,false,0,0,0,1,0,5,2,1,1,0,3,0
00:26:37,AurelionSol,true,0,0,0,1,0,3,0,2,0,0,10,0
00:31:25,Malzahar,false,0,0,0,9,0,9,0,1,0,0,7,0
00:18:21,Veigar,true,0,0,0,1,0,7,1,1,0,0,2,0
00:19:31,Chogath,false,0,0,0,0,0,7,2,4,0,0,0,0
00:18:53,Ahri,false,0,0,0,5,0,3,0,2,0,0,3,0
00:22:10,Cassiopeia,true,0,0,0,1,0,4,1,1,0,1,1,0
00:26:56,Azir,true,0,1,0,3,0,7,0,13,0,0,1,0
00:26:08,Azir,false,0,0,0,6,0,1,3,4,0,0,7,0
00:17:17,Akali,true,0,0,0,1,0,17,0,0,0,0,0,0
00:10:44,Riven,true,0,0,0,2,0,4,0,0,0,0,0,0
00:14:01,Kaisa,true,0,0,0,0,0,3,0,0,0,0,0,0
00:15:09,Zac,false,0,0,0,2,0,7,0,0,0,0,1,0
00:18:21,AurelionSol,true,0,0,0,0,0,2,0,0,0,0,4,0
00:24:23,Elise,true,0,0,0,14,0,11,3,0,1,0,34,0
00:43:20,Ezreal,false,0,0,0,8,0,20,0,0,2,0,16,0
00:22:33,Karma,true,1,0,0,7,0,11,0,0,0,0,34,0
00:38:37,Nami,false,0,0,0,8,0,21,0,0,2,0,25,0
00:12:58,Nilah,true,0,0,0,0,0,0,0,0,0,0,0,0
00:16:01,Nunu,true,0,0,0,0,0,3,0,0,0,0,0,0
00:26:34,Vex,true,0,0,0,10,0,10,0,6,0,1,8,0
00:31:41,Veigar,true,0,0,0,2,0,6,1,5,0,0,7,0
00:24:53,Veigar,true,0,0,0,11,0,7,1,10,1,0,14,0
00:27:01,Veigar,true,0,0,0,12,0,24,6,12,0,0,12,0
00:24:40,Kled,false,0,0,0,2,0,7,0,0,0,0,0,0
00:25:22,Jayce,false,0,0,0,5,0,9,3,8,0,0,7,0
00:29:29,Kayn,true,0,0,0,0,0,9,0,0,1,0,0,0
00:30:24,Annie,true,1,0,0,0,0,4,0,1,0,0,3,0
00:35:14,Sylas,false,1,0,0,5,0,5,0,4,0,0,14,0
00:35:17,Gwen,true,0,0,0,0,0,6,0,2,0,0,0,0
00:15:13,Fiora,true,0,0,0,3,0,4,0,2,0,0,0,0
00:31:45,Sejuani,false,0,0,0,23,0,12,1,0,2,0,28,0
00:17:29,AurelionSol,true,0,0,0,0,0,1,0,0,0,0,0,0
00:23:02,Sejuani,false,0,1,0,6,0,9,0,2,2,0,8,0
00:16:22,AurelionSol,false,0,0,0,3,0,16,0,3,0,0,3,0
00:25:35,Yone,false,0,0,0,2,0,7,0,0,0,0,2,0
00:25:41,Leblanc,false,0,0,0,1,0,6,0,0,0,0,3,0
00:20:30,Zoe,false,0,0,0,2,0,8,1,4,0,0,1,0
00:25:44,AurelionSol,true,0,0,0,11,0,15,0,4,0,0,9,0
00:23:59,Syndra,false,0,0,0,3,0,4,1,5,0,0,7,1
00:30:46,Taliyah,true,0,0,0,4,0,5,3,0,1,0,11,0
00:24:30,AurelionSol,true,0,0,0,3,0,5,0,4,0,0,4,0
00:25:30,Gragas,false,0,0,0,4,0,13,3,17,0,0,2,0
00:19:34,Gragas,false,0,0,0,1,0,8,0,6,0,0,2,0
00:26:36,AurelionSol,false,0,0,0,3,0,3,1,1,0,0,8,0
00:22:02,Chogath,true,1,0,0,14,0,35,3,5,0,0,4,0
00:30:30,Gragas,true,0,0,0,25,0,6,1,1,1,0,6,0
00:32:29,Gragas,true,0,0,0,6,0,1,2,4,0,0,8,1
00:23:58,Draven,false,0,0,0,1,0,1,1,0,0,0,1,0
00:33:13,Yone,false,0,0,0,2,0,8,0,9,0,0,0,0
00:31:03,Gragas,true,0,0,0,2,0,3,4,7,0,0,1,0
00:25:38,Gragas,true,0,0,0,4,0,18,3,6,0,0,3,0
00:20:03,Zoe,true,0,0,0,0,0,5,0,3,1,0,8,0
00:24:42,Zoe,false,0,0,0,11,0,16,1,2,0,0,8,0
00:22:36,Annie,true,0,0,0,5,0,6,1,3,0,0,7,0
00:30:03,Annie,true,0,1,0,2,0,6,0,1,0,0,8,0
00:24:13,Leblanc,false,0,0,0,0,0,3,0,0,0,0,3,0
00:25:35,AurelionSol,false,0,0,0,3,0,12,0,1,0,0,3,0
00:24:11,Annie,false,0,0,0,9,0,19,2,2,1,0,8,0
00:17:52,Gragas,true,0,0,0,5,0,8,1,1,1,0,7,0
00:26:37,Chogath,true,0,0,0,10,0,8,2,8,2,0,14,0
00:27:14,Ahri,false,0,0,0,1,0,3,1,0,0,0,2,0
00:21:23,Zoe,false,0,0,0,2,0,2,0,0,0,0,1,0
00:17:03,AurelionSol,true,0,0,0,2,0,5,0,9,0,0,5,0
00:22:25,Viktor,true,0,0,0,8,0,8,2,3,1,0,0,0
