gameDuration,championName,win,allInPings,baitPings,basicPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings
00:24:32,Yone,true,0,0,0,4,0,5,2,0,0,0,8,0
00:25:29,Ahri,false,1,0,0,7,0,4,1,1,0,0,11,0
00:31:52,Jinx,true,1,0,0,9,0,9,1,0,1,0,23,0
00:22:33,Veigar,false,0,1,0,2,0,7,2,0,0,0,13,0
00:24:51,Aphelios,false,0,0,0,13,0,4,1,0,0,0,6,0
00:30:13,Irelia,true,0,0,0,23,0,3,0,0,0,0,16,0
00:30:06,Caitlyn,false,0,0,0,12,0,2,7,0,0,1,7,0
00:24:27,Xayah,false,1,0,0,20,0,1,2,1,0,0,25,0
00:26:40,Sion,true,1,0,0,18,0,4,0,1,1,0,17,0
00:32:01,Leblanc,true,1,1,0,22,0,25,1,0,1,0,26,0
00:31:11,Veigar,true,0,0,0,10,0,7,2,0,2,0,16,0
00:33:39,Aphelios,true,1,0,0,21,0,2,0,4,0,0,24,0
00:17:25,Draven,true,0,0,0,11,0,3,1,0,0,0,5,0
00:25:41,Draven,false,3,0,0,13,0,0,1,0,0,0,17,0
00:21:10,Akali,false,0,0,0,10,0,3,1,0,0,0,4,0
00:28:17,Varus,true,3,0,0,18,0,4,5,6,0,0,11,0
00:23:49,Gragas,false,0,1,0,19,0,5,1,2,0,0,10,0
00:21:44,Karthus,true,0,1,0,14,0,3,1,0,0,0,7,0
00:20:31,Caitlyn,true,0,0,0,10,0,5,0,2,0,0,11,0
00:24:37,Veigar,false,0,3,0,9,0,4,0,0,1,0,8,0
00:20:56,Veigar,true,0,0,0,8,0,1,2,1,0,0,7,0
00:21:58,Caitlyn,true,0,1,0,4,0,1,0,0,0,0,7,0
00:38:12,Lucian,false,4,1,0,33,0,11,2,4,1,1,25,1
00:36:02,Zeri,false,0,0,0,23,0,16,6,2,0,0,24,0
00:35:38,Ezreal,true,0,1,0,23,0,9,1,2,1,0,2,1
00:27:06,Sivir,true,1,1,0,10,0,6,0,2,0,0,10,0
00:27:53,Yone,true,1,1,0,11,0,14,1,1,1,0,21,1
00:29:41,Varus,true,0,0,0,11,0,6,2,1,0,0,14,0
00:18:31,Gragas,true,0,0,0,2,0,1,0,0,0,0,8,1
00:26:42,Caitlyn,false,0,0,0,3,0,1,1,1,0,0,9,0
00:21:42,Karma,true,0,1,0,18,0,10,0,0,0,0,3,0
00:21:03,Nami,true,1,0,0,32,0,5,0,2,1,0,16,0
00:25:44,Nautilus,true,1,0,0,33,0,12,3,0,1,0,16,0
00:33:39,Caitlyn,true,0,1,0,23,0,8,4,5,0,0,26,0
00:22:59,Ezreal,true,0,0,0,6,0,0,0,1,0,0,3,0
00:24:13,Gragas,false,2,1,0,5,0,0,0,1,0,0,8,0
00:25:02,Caitlyn,true,0,1,0,8,0,2,0,0,0,0,13,0
